  1.3836000e+004  1.3729000e+003 -2.4820000e+000  1.0000000e-003
  1.3856000e+004  1.3811000e+003 -2.4790000e+000  1.0000000e-003
  1.3876000e+004  1.3823000e+003 -2.4810000e+000  1.0000000e-003
  1.3896000e+004  1.3802000e+003 -2.4830000e+000  1.0000000e-003
  1.3916000e+004  1.3771000e+003 -2.4840000e+000  1.0000000e-003
  1.3936000e+004  1.3731000e+003 -2.4860000e+000  1.0000000e-003
  1.3957000e+004  1.3685000e+003 -2.4860000e+000  1.0000000e-003
  1.3977000e+004  1.3640000e+003 -2.4870000e+000  1.0000000e-003
  1.3997000e+004  1.3584000e+003 -2.4870000e+000  1.0000000e-003
  1.4017000e+004  1.3526000e+003 -2.4880000e+000  1.0000000e-003
  1.4037000e+004  1.3470000e+003 -2.4880000e+000  1.0000000e-003
  1.4057000e+004  1.3412000e+003 -2.4890000e+000  1.0000000e-003
  1.4077000e+004  1.3354000e+003 -2.4890000e+000  1.0000000e-003
  1.4097000e+004  1.3293000e+003 -2.4890000e+000  1.0000000e-003
  1.4117000e+004  1.3230000e+003 -2.4900000e+000  1.0000000e-003
  1.4137000e+004  1.3169000e+003 -2.4900000e+000  1.0000000e-003
  1.4157000e+004  1.3104000e+003 -2.4900000e+000  1.0000000e-003
  1.4177000e+004  1.3038000e+003 -2.4910000e+000  1.0000000e-003
  1.4201000e+004  1.2968000e+003 -2.4910000e+000  1.0000000e-003
  1.4222000e+004  1.2899000e+003 -2.4910000e+000  1.0000000e-003
  1.4243000e+004  1.2834000e+003 -2.4920000e+000  1.0000000e-003
  1.4263000e+004  1.2772000e+003 -2.4920000e+000  1.0000000e-003
  1.4286000e+004  1.2702000e+003 -2.4920000e+000  1.0000000e-003
  1.4308000e+004  1.2632000e+003 -2.4930000e+000  1.0000000e-003
  1.4328000e+004  1.2570000e+003 -2.4930000e+000  1.0000000e-003
  1.4348000e+004  1.2509000e+003 -2.4940000e+000  1.0000000e-003
  1.4368000e+004  1.2448000e+003 -2.4940000e+000  1.0000000e-003
  1.4388000e+004  1.2386000e+003 -2.4940000e+000  1.0000000e-003
  1.4408000e+004  1.2323000e+003 -2.4950000e+000  1.0000000e-003
  1.4428000e+004  1.2262000e+003 -2.4950000e+000  1.0000000e-003
  1.4448000e+004  1.2201000e+003 -2.4950000e+000  1.0000000e-003
  1.4468000e+004  1.2140000e+003 -2.4960000e+000  1.0000000e-003
  1.4488000e+004  1.2077000e+003 -2.4960000e+000  1.0000000e-003
  1.4508000e+004  1.2017000e+003 -2.4960000e+000  1.0000000e-003
  1.4528000e+004  1.1953000e+003 -2.4970000e+000  1.0000000e-003
