0	13.48	0
20	13.13	1E-3
40	13.65	1E-3
60	13.3	1E-3
80	13.3	1E-3
100	13.65	1E-3
120	14	1E-3
140	13.65	1E-3
160	14	1E-3
180	13.48	1E-3
200	13.48	1E-3
220	13.83	1E-3
240	13.65	1E-3
260	13.48	1E-3
280	13.48	1E-3
300	13.3	1E-3
320	13.48	1E-3
340	13.65	1E-3
360	13.65	0
380	13.48	0
400	13.48	0
420	13.48	0
440	13.65	0
460	13.83	0
480	13.83	0
500	13.65	0
520	14	0
540	13.65	0
560	14.35	0
580	14.35	0
600	14.35	0
620	15.05	0
640	15.05	0
661	15.23	0
681	15.4	0
701	15.23	-1E-3
721	16.27	-1E-3
742	16.45	-1E-3
762	16.45	-1E-3
783	16.8	-1E-3
803	16.8	-1E-3
823	17.33	-1E-3
843	17.33	-1E-3
863	17.5	-1E-3
883	18.2	-1E-3
903	18.55	-1E-3
923	18.9	-1E-3
943	18.9	-1E-3
964	19.6	-1E-3
988	20.13	-1E-3
1008	20.3	-1E-3
1028	20.83	-1E-3
1048	21.35	-1E-3
1068	21.7	-0.002
1088	22.05	-0.002
1108	22.4	-0.002
1128	22.92	-0.002
1148	23.63	-0.002
1168	23.8	-0.002
1188	24.5	-0.002
1208	24.67	-0.002
1230	25.2	-0.002
1253	25.9	-0.002
1273	26.42	-0.002
1293	27.13	-0.002
1314	27.3	-0.002
1334	27.83	-0.002
1355	28.52	-0.002
1375	28.88	-0.002
1395	29.05	-0.002
1415	29.75	-0.003
1435	30.28	-0.003
1455	30.45	-0.003
1475	31.32	-0.003
1495	31.67	-0.003
1515	32.2	-0.003
1535	32.72	-0.003
1555	33.25	-0.003
1575	33.95	-0.003
1595	34.3	-0.003
1615	35	-0.003
1635	35.87	-0.003
1655	36.23	-0.003
1675	36.58	-0.003
1695	37.45	-0.003
1716	37.98	-0.003
1736	38.33	-0.004
1756	39.2	-0.004
1776	39.9	-0.004
1796	40.6	-0.004
1816	41.13	-0.004
1836	41.83	-0.004
1856	42.53	-0.004
1876	43.05	-0.004
1896	43.92	-0.004
1916	44.45	-0.004
1936	45.15	-0.004
1956	45.67	-0.004
1976	46.38	-0.004
1996	47.25	-0.004
2016	47.78	-0.004
2036	48.65	-0.004
2056	49.52	-0.004
2076	50.22	-0.004
2096	51.1	-0.005
2116	51.63	-0.005
2136	52.5	-0.005
2156	52.85	-0.005
2176	53.9	-0.005
2196	54.6	-0.005
2216	55.3	-0.005
2236	56.17	-0.005
2256	57.05	-0.005
2276	57.75	-0.006
2296	58.63	-0.006
2316	59.67	-0.006
2336	60.38	-0.006
2356	61.07	-0.006
2376	61.78	-0.006
2396	62.65	-0.007
2416	63.35	-0.007
2436	63.88	-0.007
2456	64.57	-0.007
2476	65.45	-0.008
2496	66.15	-0.008
2516	66.85	-0.008
2536	67.55	-0.009
2556	68.43	-0.009
2576	69.3	-0.009
2596	70.18	-0.01
2616	70.88	-0.01
2636	71.93	-0.01
2656	72.63	-0.011
2676	73.33	-0.011
2696	74.03	-0.012
2716	74.9	-0.012
2736	75.95	-0.012
2756	76.82	-0.013
2776	77.52	-0.013
2796	78.4	-0.014
2816	79.45	-0.014
2836	80.33	-0.015
2856	81.2	-0.015
2876	82.07	-0.016
2896	82.95	-0.017
2916	84	-0.017
2936	84.87	-0.018
2956	85.75	-0.019
2976	86.63	-0.02
2996	87.32	-0.02
3016	88.55	-0.021
3036	89.25	-0.022
3056	90.3	-0.023
3076	91.53	-0.024
3096	92.22	-0.025
3116	93.1	-0.026
3136	94.15	-0.027
3156	95.03	-0.029
3176	95.9	-0.03
3196	96.95	-0.031
3216	97.82	-0.033
3236	98.88	-0.034
3256	99.75	-0.035
3276	100.8	-0.037
3296	102.03	-0.039
3316	103.07	-0.041
3336	103.95	-0.043
3356	104.82	-0.044
3376	105.88	-0.045
3396	106.93	-0.047
3416	107.8	-0.049
3436	108.85	-0.051
3456	110.07	-0.052
3476	110.95	-0.054
3496	112	-0.055
3516	112.87	-0.057
3536	113.92	-0.058
3556	115.15	-0.06
3576	115.85	-0.061
3596	117.07	-0.063
3616	118.13	-0.065
3636	119.17	-0.067
3656	120.22	-0.069
3676	121.1	-0.071
3696	122.5	-0.073
3716	123.38	-0.075
3736	124.6	-0.077
3756	125.83	-0.08
3776	126.35	-0.082
3796	127.57	-0.084
3816	128.8	-0.086
3836	129.5	-0.088
3856	130.72	-0.09
3876	131.77	-0.093
3896	132.65	-0.094
3916	134.05	-0.096
3936	135.1	-0.098
3956	136.32	-0.1
3976	137.72	-0.102
3996	138.78	-0.104
4016	139.65	-0.106
4036	141.22	-0.109
4056	142.1	-0.112
4076	143.5	-0.115
4096	144.73	-0.118
4116	145.78	-0.122
4136	146.83	-0.125
4156	148.23	-0.128
4176	149.45	-0.131
4196	150.85	-0.133
4216	151.9	-0.136
4236	153.13	-0.138
4256	153.82	-0.139
4276	154.88	-0.141
4296	155.92	-0.143
4316	156.98	-0.144
4336	158.2	-0.145
4356	159.43	-0.147
4376	160.3	-0.149
4396	161.52	-0.15
4416	162.57	-0.151
4436	163.63	-0.153
4456	164.85	-0.154
4476	166.07	-0.155
4496	167.13	-0.157
4516	168	-0.158
4536	169.4	-0.16
4556	170.45	-0.162
4576	171.33	-0.163
4596	172.73	-0.164
4616	174.13	-0.165
4636	175	-0.166
4656	176.22	-0.168
4676	177.45	-0.169
4696	178.68	-0.171
4716	179.55	-0.172
4736	180.95	-0.173
4756	181.82	-0.174
4776	183.05	-0.176
4796	183.75	-0.177
4816	185.33	-0.178
