0	18.7	0	1E-3
20	18.7	0	1E-3
40	18.9	0	1E-3
60	18.7	0	1E-3
80	18.5	0	1E-3
100	18.7	0	1E-3
120	18.7	0	1E-3
140	18.4	0	1E-3
160	18.5	0	1E-3
180	18.9	0	1E-3
200	18.9	0	1E-3
220	18.7	0	1E-3
240	18.5	0	1E-3
260	18.9	0	1E-3
280	19.1	0	1E-3
300	18.9	0	1E-3
321	18.7	0	1E-3
345	18.7	-1E-3	1E-3
365	19.1	-1E-3	1E-3
386	19.1	-1E-3	1E-3
410	19.1	-1E-3	1E-3
430	18.9	-1E-3	1E-3
450	19.1	-1E-3	1E-3
471	19.1	-1E-3	1E-3
495	19.1	-1E-3	1E-3
515	19.3	-1E-3	1E-3
535	19.8	-1E-3	1E-3
556	19.8	-0.002	1E-3
576	19.8	-0.002	1E-3
596	20.3	-0.002	1E-3
616	20.5	-0.002	1E-3
636	20.5	-0.002	1E-3
656	20.6	-0.002	1E-3
676	21.2	-0.002	1E-3
696	21.2	-0.002	1E-3
716	21.2	-0.002	1E-3
736	21.7	-0.003	1E-3
756	21.7	-0.003	1E-3
776	22.2	-0.003	1E-3
796	22.4	-0.003	1E-3
816	22.9	-0.003	1E-3
836	23.1	-0.003	1E-3
856	23.6	-0.003	1E-3
876	24	-0.003	1E-3
896	24.3	-0.003	1E-3
916	24.5	-0.003	1E-3
936	25.2	-0.003	1E-3
956	25.7	-0.003	1E-3
976	25.9	-0.003	1E-3
996	26.1	-0.003	1E-3
1016	26.8	-0.003	1E-3
1036	27.3	-0.003	1E-3
1056	27.7	-0.003	1E-3
1076	27.8	-0.004	1E-3
1096	28	-0.004	1E-3
1116	28.7	-0.004	1E-3
1136	29.2	-0.004	1E-3
1156	29.4	-0.004	1E-3
1176	29.8	-0.004	1E-3
1196	30.5	-0.004	1E-3
1216	31	-0.004	1E-3
1236	31.3	-0.004	1E-3
1256	32	-0.004	1E-3
1277	32.4	-0.005	1E-3
1297	32.9	-0.005	1E-3
1317	33.4	-0.005	1E-3
1337	33.6	-0.005	1E-3
1357	34.3	-0.005	1E-3
1377	34.8	-0.005	1E-3
1397	35.5	-0.005	1E-3
1417	35.7	-0.005	1E-3
1437	36.6	-0.005	1E-3
1457	37.1	-0.005	1E-3
1477	37.6	-0.005	1E-3
1497	38	-0.005	1E-3
1517	38.7	-0.006	1E-3
1537	39	-0.006	1E-3
1557	39.6	-0.006	1E-3
1577	40.3	-0.006	1E-3
1597	40.8	-0.006	1E-3
1617	41.3	-0.006	1E-3
1637	41.8	-0.006	1E-3
1657	42.2	-0.006	1E-3
1677	42.9	-0.006	1E-3
1697	43.6	-0.006	1E-3
1717	44.1	-0.007	1E-3
1737	44.8	-0.007	1E-3
1757	45.5	-0.007	1E-3
1777	46.2	-0.007	1E-3
1797	46.7	-0.007	1E-3
1817	47.6	-0.007	1E-3
1837	48.1	-0.007	1E-3
1857	49	-0.007	1E-3
1877	49.5	-0.008	1E-3
1898	50.4	-0.008	1E-3
1918	51.1	-0.008	1E-3
1938	51.8	-0.008	1E-3
1958	52.5	-0.008	1E-3
1978	53.5	-0.008	1E-3
1998	54.1	-0.009	1E-3
2018	55	-0.009	1E-3
2038	55.7	-0.009	1E-3
2058	56.2	-0.009	1E-3
2078	57	-0.009	1E-3
2098	57.9	-0.009	1E-3
2118	58.8	-0.009	1E-3
2138	59.7	-0.01	1E-3
2158	60.2	-0.01	1E-3
2178	61.1	-0.01	1E-3
2198	61.6	-0.01	1E-3
2218	62.5	-0.01	1E-3
2238	63.3	-0.011	1E-3
2258	64.2	-0.011	1E-3
2278	64.8	-0.011	1E-3
2298	65.4	-0.011	1E-3
2318	66.3	-0.011	1E-3
2338	67	-0.012	1E-3
2358	67.7	-0.012	1E-3
2378	68.6	-0.012	1E-3
2398	69.5	-0.012	1E-3
2418	70.2	-0.013	1E-3
2438	71	-0.013	1E-3
2458	71.6	-0.013	1E-3
2478	72.5	-0.013	1E-3
2498	73.2	-0.014	1E-3
2518	74.2	-0.014	1E-3
2538	74.7	-0.014	1E-3
2558	75.4	-0.015	1E-3
2578	76.1	-0.015	1E-3
2598	77	-0.016	1E-3
2619	77.7	-0.016	1E-3
2643	79.1	-0.017	1E-3
2663	80	-0.017	1E-3
2683	80.8	-0.018	1E-3
2703	81.5	-0.018	1E-3
2724	82.8	-0.019	1E-3
2744	83.1	-0.02	1E-3
2764	84.5	-0.02	1E-3
2784	85.2	-0.021	1E-3
2804	86.1	-0.022	1E-3
2824	87.2	-0.022	1E-3
2844	88	-0.023	1E-3
2864	89.3	-0.024	1E-3
2884	90.3	-0.024	1E-3
2904	91.2	-0.025	1E-3
2924	91.9	-0.025	1E-3
2944	92.8	-0.026	1E-3
2964	93.6	-0.027	1E-3
2984	94.8	-0.028	1E-3
3004	95.9	-0.029	1E-3
3024	96.6	-0.03	1E-3
3044	97.6	-0.031	1E-3
3064	98.9	-0.032	1E-3
3084	100.1	-0.033	1E-3
3104	101.2	-0.034	1E-3
3124	101.7	-0.035	1E-3
3144	102.9	-0.036	1E-3
3164	103.9	-0.038	1E-3
3184	104.7	-0.039	1E-3
3204	105.7	-0.04	1E-3
3224	106.4	-0.041	1E-3
3244	107.6	-0.043	1E-3
3264	108.3	-0.044	1E-3
3285	109.2	-0.045	1E-3
3310	110.6	-0.047	1E-3
3330	111.5	-0.049	1E-3
3350	112.5	-0.05	1E-3
3370	113.7	-0.052	1E-3
3390	114.6	-0.053	1E-3
3410	115.8	-0.054	1E-3
3430	116.5	-0.056	1E-3
3450	118	-0.058	1E-3
3470	118.7	-0.06	1E-3
3490	120.2	-0.062	1E-3
3510	120.9	-0.063	1E-3
3530	121.8	-0.065	1E-3
3550	122.8	-0.066	1E-3
3570	124.3	-0.068	1E-3
3590	125.1	-0.069	1E-3
3610	126.2	-0.071	1E-3
3630	127.4	-0.073	1E-3
3650	128.4	-0.074	1E-3
3670	129.7	-0.076	1E-3
3691	130.4	-0.078	1E-3
3711	131.8	-0.08	1E-3
3735	133	-0.082	1E-3
3756	134.1	-0.083	1E-3
3776	135.1	-0.085	1E-3
3796	136.2	-0.087	1E-3
3816	137.2	-0.089	1E-3
3836	138.4	-0.091	1E-3
3856	139.5	-0.093	1E-3
3876	140.5	-0.094	1E-3
3896	141.9	-0.096	1E-3
3916	143	-0.099	1E-3
3936	144.4	-0.101	1E-3
3956	145.3	-0.103	1E-3
3976	146.7	-0.104	1E-3
3997	147.5	-0.106	1E-3
4021	149.3	-0.109	1E-3
